time_minute,machine,area,measurement_count,temp_min,temp_max,temp_mean,temp_std,temp_single_min,temp_single_max,temp_single_mean,temp_single_std,temp_hopper_min,temp_hopper_max,temp_hopper_mean,temp_hopper_std,temp_conv_left_min,temp_conv_left_max,temp_conv_left_mean,temp_conv_left_std,temp_conv_right_min,temp_conv_right_max,temp_conv_right_mean,temp_conv_right_std,temp_auger_left_min,temp_auger_left_max,temp_auger_left_mean,temp_auger_left_std,temp_auger_right_min,temp_auger_right_max,temp_auger_right_mean,temp_auger_right_std,temp_subgrade_min,temp_subgrade_max,temp_subgrade_mean,temp_subgrade_std,speed_min,speed_max,speed_mean,speed_std
2025-10-19 10:03:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,80,65.0,113.0,93.5,13.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,5.5,5.32,0.44
2025-10-19 10:04:00+02,F_00034475_68BEA403,A_3087B71D_68F3EA7A,490,40.0,134.0,121.09,16.14,,,,,,,,,,,,,,,,,98.0,108.0,101.54,2.63,,,,,,,,,5.0,5.25,5.11,0.06
2025-10-19 10:04:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,462,112.0,131.0,123.99,5.16,,,,,,,,,,,,,,,,,109.0,118.0,114.76,1.75,,,,,,,,,5.06,5.34,5.19,0.08
2025-10-19 10:04:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,352,17.0,123.0,94.58,30.97,,,,,,,,,,,,,,,,,99.0,111.0,106.25,3.06,,,,,,,,,3.82,4.08,3.96,0.07
2025-10-19 10:04:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,91,88.0,110.0,98.25,5.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,5.6,5.42,0.16
2025-10-19 10:04:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,92,62.0,106.0,85.89,13.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,5.6,5.46,0.27
2025-10-19 10:05:00+02,F_00034475_68BEA403,A_3087B71D_68F3EA7A,456,31.0,132.0,118.79,17.34,,,,,,,,,,,,,,,,,99.0,106.0,102.95,2.07,,,,,,,,,4.61,5.2,5.02,0.16
2025-10-19 10:05:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,418,109.0,131.0,119.79,4.71,,,,,,,,,,,,,,,,,111.0,119.0,114.16,2.37,,,,,,,,,4.41,5.07,4.89,0.19
2025-10-19 10:05:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,330,18.0,127.0,100.45,32.81,,,,,,,,,,,,,,,,,90.0,102.0,96.33,3.54,,,,,,,,,3.62,4.07,3.91,0.15
2025-10-19 10:05:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,91,62.0,100.0,82.38,9.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,5.6,5.4,0.26
2025-10-19 10:05:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,88,58.0,117.0,89.53,14.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,5.6,5.4,0.42
2025-10-19 10:06:00+02,F_00034475_68BEA403,A_3087B71D_68F3EA7A,480,40.0,123.0,114.85,13.68,,,,,,,,,,,,,,,,,90.0,100.0,95.05,2.99,,,,,,,,,4.61,5.23,5.01,0.18
2025-10-19 10:06:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,418,107.0,129.0,117.83,4.39,,,,,,,,,,,,,,,,,101.0,120.0,113.68,6.06,,,,,,,,,4.5,5.14,4.96,0.12
2025-10-19 10:06:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,352,17.0,126.0,101.68,33.88,,,,,,,,,,,,,,,,,92.0,101.0,96.56,2.76,,,,,,,,,3.89,4.08,3.98,0.06
2025-10-19 10:06:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,91,80.0,113.0,94.59,7.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,5.7,5.46,0.26
2025-10-19 10:06:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,82,54.0,113.0,88.65,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,5.6,4.95,0.62
2025-10-19 10:07:00+02,F_00034475_68BEA403,A_3087B71D_68F3EA7A,480,36.0,118.0,107.51,13.54,,,,,,,,,,,,,,,,,88.0,96.0,92.15,2.03,,,,,,,,,5.0,5.27,5.09,0.08
2025-10-19 10:07:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,440,107.0,127.0,117.75,4.35,,,,,,,,,,,,,,,,,102.0,110.0,106.25,2.28,,,,,,,,,4.48,5.07,4.94,0.15
2025-10-19 10:07:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,396,17.0,124.0,97.82,32.89,,,,,,,,,,,,,,,,,91.0,105.0,96.56,3.92,,,,,,,,,3.56,5.34,4.53,0.6
2025-10-19 10:07:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,93,69.0,106.0,85.62,9.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,5.6,5.34,0.3
2025-10-19 10:07:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,82,59.0,115.0,85.01,15.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,5.6,5.32,0.62
2025-10-19 10:08:00+02,F_00034475_68BEA403,A_3087B71D_68F3EA7A,498,27.0,113.0,103.36,13.64,,,,,,,,,,,,,,,,,93.0,100.0,96.86,2.11,,,,,,,,,4.61,5.2,5.01,0.17
2025-10-19 10:08:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,440,109.0,127.0,117.25,4.08,,,,,,,,,,,,,,,,,82.0,108.0,95.8,7.69,,,,,,,,,4.54,5.07,4.92,0.16
2025-10-19 10:08:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,462,17.0,130.0,100.94,34.36,,,,,,,,,,,,,,,,,89.0,113.0,102.95,6.37,,,,,,,,,4.92,5.53,5.25,0.16
2025-10-19 10:08:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,83,70.0,112.0,91.87,12.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,5.6,5.35,0.46
2025-10-19 10:08:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,9,9.0,10.0,9.22,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,1.8,1.77,0.05
2025-10-19 10:08:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,89,75.0,108.0,94.28,8.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,5.6,5.4,0.35
2025-10-19 10:09:00+02,F_00034475_68BEA403,A_3087B71D_68F3EA7A,475,24.0,121.0,106.78,16.19,,,,,,,,,,,,,,,,,93.0,99.0,95.95,1.82,,,,,,,,,5.0,5.2,5.1,0.07
2025-10-19 10:09:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,396,101.0,129.0,115.26,5.83,,,,,,,,,,,,,,,,,79.0,104.0,88.78,9.53,,,,,,,,,4.87,5.07,4.98,0.06
2025-10-19 10:09:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,484,17.0,133.0,106.78,35.84,,,,,,,,,,,,,,,,,105.0,115.0,110.32,2.72,,,,,,,,,5.47,5.74,5.6,0.08
2025-10-19 10:09:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,96,69.0,107.0,86.86,10.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,5.7,4.95,0.38
2025-10-19 10:09:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,33,9.0,64.0,41.76,22.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,1.8,1.59,0.2
2025-10-19 10:09:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,66,74.0,89.0,81.88,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,5.6,4.2,1.39
2025-10-19 10:10:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,462,17.0,133.0,109.17,37.61,,,,,,,,,,,,,,,,,110.0,115.0,113.05,1.43,,,,,,,,,5.0,5.71,5.48,0.19
2025-10-19 10:10:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,87,67.0,114.0,86.26,11.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,5.7,5.5,0.21
2025-10-19 10:10:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,33,49.0,71.0,61.33,5.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,1.7,1.63,0.08
2025-10-19 10:10:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,91,69.0,102.0,92.25,7.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.6,5.34,0.5
2025-10-19 10:11:00+02,F_00034475_68BEA403,A_3087B71D_68F3EA7A,195,26.0,133.0,103.37,18.19,,,,,,,,,,,,,,,,,83.0,89.0,85.12,1.69,,,,,,,,,0.0,5.07,3.7,1.74
2025-10-19 10:11:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,176,80.0,118.0,99.62,8.07,,,,,,,,,,,,,,,,,108.0,116.0,111.0,2.61,,,,,,,,,0.0,4.94,3.64,1.59
2025-10-19 10:11:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,330,17.0,132.0,109.0,36.79,,,,,,,,,,,,,,,,,100.0,113.0,109.33,3.54,,,,,,,,,0.0,5.67,4.54,1.59
2025-10-19 10:11:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,87,64.0,105.0,84.02,10.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,5.6,5.36,0.25
2025-10-19 10:11:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,29,52.0,65.0,55.66,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1.8,1.62,0.29
2025-10-19 10:11:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,92,65.0,97.0,81.32,8.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,5.6,5.44,0.23
2025-10-19 10:12:00+02,F_00034475_68BEA403,A_3087B71D_68F3EA7A,504,25.0,134.0,112.74,18.95,,,,,,,,,,,,,,,,,86.0,99.0,94.24,3.49,,,,,,,,,5.0,5.27,5.12,0.09
2025-10-19 10:12:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,418,84.0,122.0,105.94,8.34,,,,,,,,,,,,,,,,,106.0,111.0,108.89,1.21,,,,,,,,,4.23,4.87,4.72,0.18
2025-10-19 10:12:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,440,17.0,135.0,109.68,38.03,,,,,,,,,,,,,,,,,80.0,107.0,95.9,8.51,,,,,,,,,4.67,5.34,5.11,0.17
2025-10-19 10:12:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,91,73.0,102.0,88.15,9.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,5.6,5.37,0.29
2025-10-19 10:12:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,34,56.0,79.0,68.44,6.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,1.8,1.7,0.07
2025-10-19 10:12:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,74,69.0,100.0,82.92,7.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,5.6,5.01,0.89
2025-10-19 10:13:00+02,F_00034475_68BEA403,A_3087B71D_68F3EA7A,456,26.0,125.0,108.78,17.84,,,,,,,,,,,,,,,,,94.0,108.0,99.84,4.01,,,,,,,,,4.48,5.2,4.91,0.25
2025-10-19 10:13:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,374,102.0,123.0,114.08,4.21,,,,,,,,,,,,,,,,,104.0,107.0,105.12,0.76,,,,,,,,,3.89,4.48,4.31,0.19
2025-10-19 10:13:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,352,17.0,133.0,107.96,37.43,,,,,,,,,,,,,,,,,86.0,111.0,97.94,7.39,,,,,,,,,0.72,5.27,4.65,1.22
2025-10-19 10:13:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,91,73.0,108.0,90.55,12.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,5.6,5.42,0.28
2025-10-19 10:13:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,41,54.0,76.0,65.95,6.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,2.3,1.98,0.28
2025-10-19 10:13:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,88,73.0,114.0,89.61,8.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,5.5,4.75,0.42
2025-10-19 10:14:00+02,F_00034475_68BEA403,A_3087B71D_68F3EA7A,392,27.0,127.0,112.22,18.73,,,,,,,,,,,,,,,,,101.0,108.0,104.11,2.06,,,,,,,,,4.02,4.61,4.21,0.18
2025-10-19 10:14:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,374,100.0,126.0,117.17,5.47,,,,,,,,,,,,,,,,,107.0,114.0,110.12,1.78,,,,,,,,,4.35,4.48,4.42,0.04
2025-10-19 10:14:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,462,17.0,132.0,107.16,36.19,,,,,,,,,,,,,,,,,79.0,106.0,95.95,7.5,,,,,,,,,5.07,5.39,5.18,0.09
2025-10-19 10:14:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,91,64.0,102.0,78.07,11.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.6,5.35,0.43
2025-10-19 10:14:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,38,54.0,66.0,59.39,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,2.3,2.13,0.29
2025-10-19 10:14:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,94,65.0,90.0,76.98,6.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,5.6,5.44,0.25
2025-10-19 10:15:00+02,F_00034475_68BEA403,A_3087B71D_68F3EA7A,400,29.0,129.0,115.71,19.52,,,,,,,,,,,,,,,,,91.0,103.0,96.31,3.37,,,,,,,,,3.69,4.21,4.05,0.15
2025-10-19 10:15:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,396,101.0,124.0,111.28,4.93,,,,,,,,,,,,,,,,,107.0,111.0,108.56,1.12,,,,,,,,,3.89,4.54,4.32,0.17
2025-10-19 10:15:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,440,17.0,130.0,107.5,35.51,,,,,,,,,,,,,,,,,94.0,112.0,105.8,5.11,,,,,,,,,4.61,5.32,5.12,0.2
2025-10-19 10:15:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,90,66.0,115.0,92.29,15.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,5.7,5.19,0.45
2025-10-19 10:15:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,44,62.0,76.0,66.34,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,2.4,2.18,0.15
2025-10-19 10:15:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,89,63.0,108.0,88.44,10.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,5.6,5.38,0.43
2025-10-19 10:16:00+02,F_00034475_68BEA403,A_3087B71D_68F3EA7A,400,26.0,128.0,110.34,17.39,,,,,,,,,,,,,,,,,90.0,98.0,94.69,2.37,,,,,,,,,3.69,4.21,4.05,0.14
2025-10-19 10:16:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,374,104.0,123.0,112.62,4.45,,,,,,,,,,,,,,,,,95.0,109.0,104.0,4.49,,,,,,,,,3.95,4.54,4.33,0.17
2025-10-19 10:16:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,418,17.0,131.0,103.98,34.08,,,,,,,,,,,,,,,,,89.0,109.0,98.68,4.92,,,,,,,,,3.6,5.2,4.85,0.5
2025-10-19 10:16:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,86,60.0,88.0,72.57,6.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,4.8,4.58,0.21
2025-10-19 10:16:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,43,51.0,64.0,58.81,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,2.2,2.17,0.05
2025-10-19 10:16:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,90,59.0,113.0,81.88,12.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,5.6,5.44,0.19
2025-10-19 10:17:00+02,F_00034475_68BEA403,A_3087B71D_68F3EA7A,425,25.0,117.0,103.32,15.73,,,,,,,,,,,,,,,,,89.0,95.0,92.94,1.44,,,,,,,,,4.02,4.21,4.09,0.07
2025-10-19 10:17:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,374,104.0,123.0,113.67,3.9,,,,,,,,,,,,,,,,,94.0,117.0,108.47,6.63,,,,,,,,,4.28,4.54,4.38,0.07
2025-10-19 10:17:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,330,16.0,126.0,94.16,34.63,,,,,,,,,,,,,,,,,74.0,103.0,84.34,9.82,,,,,,,,,1.17,4.88,4.14,0.89
2025-10-19 10:17:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,93,76.0,109.0,92.89,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,5.6,5.3,0.42
2025-10-19 10:17:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,36,45.0,55.0,50.14,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,2.3,2.05,0.36
2025-10-19 10:17:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,83,57.0,114.0,76.96,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,5.6,5.34,0.53
2025-10-19 10:18:00+02,F_00034475_68BEA403,A_3087B71D_68F3EA7A,400,24.0,119.0,102.5,16.66,,,,,,,,,,,,,,,,,94.0,101.0,97.88,2.09,,,,,,,,,3.69,4.15,4.03,0.14
2025-10-19 10:18:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,374,99.0,124.0,113.76,5.37,,,,,,,,,,,,,,,,,97.0,108.0,105.71,2.59,,,,,,,,,3.95,4.5,4.34,0.15
2025-10-19 10:18:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,360,15.0,117.0,68.36,38.52,,,,,,,,,,,,,,,,,78.0,79.0,78.5,0.5,,,,,,,,,6.13,23.64,17.62,5.75
2025-10-19 10:18:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,90,58.0,84.0,70.84,7.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,5.6,5.43,0.21
2025-10-19 10:18:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,38,54.0,71.0,63.74,4.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,2.3,2.12,0.12
2025-10-19 10:18:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,91,54.0,105.0,80.26,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,5.6,5.35,0.57
2025-10-19 10:19:00+02,F_00034475_68BEA403,A_3087B71D_68F3EA7A,394,25.0,119.0,105.88,17.43,,,,,,,,,,,,,,,,,75.0,96.0,91.44,4.99,,,,,,,,,3.75,4.21,4.07,0.13
2025-10-19 10:19:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,396,103.0,126.0,114.93,5.75,,,,,,,,,,,,,,,,,89.0,100.0,94.83,2.7,,,,,,,,,4.15,4.48,4.39,0.08
2025-10-19 10:19:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,90,76.0,106.0,93.72,6.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.6,5.48,0.12
2025-10-19 10:19:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,32,53.0,65.0,60.03,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,2.2,2.09,0.14
2025-10-19 10:19:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,84,57.0,102.0,76.55,11.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,5.6,5.31,0.5
2025-10-19 10:20:00+02,F_00034475_68BEA403,A_3087B71D_68F3EA7A,120,28.0,120.0,107.13,17.16,,,,,,,,,,,,,,,,,89.0,90.0,89.6,0.49,,,,,,,,,3.69,4.08,3.99,0.15
2025-10-19 10:20:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,242,99.0,115.0,108.09,3.53,,,,,,,,,,,,,,,,,94.0,102.0,99.27,2.3,,,,,,,,,3.95,4.54,4.32,0.19
2025-10-19 10:20:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,92,54.0,100.0,76.11,13.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,6.2,5.7,0.33
2025-10-19 10:20:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,39,39.0,63.0,47.64,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,2.3,2.15,0.09
2025-10-19 10:20:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,85,61.0,102.0,82.27,11.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,5.6,5.36,0.41
2025-10-19 10:21:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,154,90.0,111.0,99.99,4.44,,,,,,,,,,,,,,,,,81.0,97.0,89.43,5.11,,,,,,,,,0.0,4.28,3.08,1.49
2025-10-19 10:21:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,540,13.0,44.0,18.91,4.67,,,,,,,,,,,,,,,,,74.0,76.0,75.07,0.38,,,,,,,,,0.0,16.41,11.85,4.5
2025-10-19 10:21:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,83,55.0,101.0,83.41,13.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,6.3,5.64,1.06
2025-10-19 10:21:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,44,41.0,64.0,51.82,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,2.3,2.18,0.06
2025-10-19 10:21:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,78,61.0,98.0,73.19,11.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,5.6,5.01,1.0
2025-10-19 10:22:00+02,F_00034475_68BEA403,A_3087B71D_68F3EA7A,168,24.0,127.0,95.82,16.77,,,,,,,,,,,,,,,,,77.0,98.0,83.29,6.82,,,,,,,,,0.0,4.15,3.19,1.48
2025-10-19 10:22:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,798,13.0,118.0,50.59,40.26,,,,,,,,,,,,,,,,,75.0,86.0,79.66,2.34,,,,,,,,,0.0,24.13,12.0,6.06
2025-10-19 10:22:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,84,61.0,101.0,84.24,11.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,6.1,5.8,0.4
2025-10-19 10:22:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,44,50.0,64.0,58.5,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,2.7,2.41,0.23
2025-10-19 10:22:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,75,61.0,94.0,79.68,10.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,5.6,4.64,1.18
2025-10-19 10:23:00+02,F_00034475_68BEA403,A_3087B71D_68F3EA7A,268,29.0,133.0,106.3,9.67,,,,,,,,,,,,,,,,,36.0,107.0,58.81,28.45,,,,,,,,,0.0,12.67,6.97,4.23
2025-10-19 10:23:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,1661,13.0,34.0,17.03,2.41,,,,,,,,,,,,,,,,,75.0,83.0,79.27,2.15,,,,,,,,,3.03,34.35,21.13,6.68
2025-10-19 10:23:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,1361,13.0,108.0,30.96,29.84,,,,,,,,,,,,,,,,,71.0,92.0,73.03,3.47,,,,,,,,,4.32,42.13,27.0,12.0
2025-10-19 10:23:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,91,51.0,89.0,72.9,8.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,6.1,5.92,0.25
2025-10-19 10:23:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,67,41.0,61.0,51.42,5.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,3.7,3.35,0.48
2025-10-19 10:23:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,79,59.0,85.0,67.73,6.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,5.6,4.74,1.07
2025-10-19 10:24:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,253,13.0,24.0,17.66,1.88,,,,,,,,,,,,,,,,,76.0,82.0,79.45,2.19,,,,,,,,,20.9,25.71,23.96,1.4
2025-10-19 10:24:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,47,20.0,103.0,86.81,17.79,,,,,,,,,,,,,,,,,71.0,73.0,71.98,1.01,,,,,,,,,2.5,2.9,2.7,0.2
2025-10-19 10:24:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,83,50.0,89.0,70.53,10.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,6.1,5.81,0.44
2025-10-19 10:24:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,59,40.0,61.0,51.97,7.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,3.8,3.58,0.54
2025-10-19 10:24:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,91,64.0,94.0,80.7,7.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,5.6,5.05,0.44
2025-10-19 10:25:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,414,19.0,110.0,93.31,16.19,,,,,,,,,,,,,,,,,67.0,80.0,73.79,4.5,,,,,,,,,3.42,5.76,4.42,0.51
2025-10-19 10:25:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,88,59.0,101.0,84.13,7.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,6.0,5.62,0.76
2025-10-19 10:25:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,66,49.0,63.0,55.45,3.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,3.8,3.53,0.46
2025-10-19 10:25:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,62,52.0,69.0,58.87,4.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,5.6,4.47,1.49
2025-10-19 10:26:00+02,F_00034475_68BEA403,A_3087B71D_68F3EA7A,300,16.0,59.0,29.24,10.52,,,,,,,,,,,,,,,,,36.0,47.0,38.4,2.88,,,,,,,,,0.98,25.78,12.86,7.88
2025-10-19 10:26:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,80,13.0,18.0,16.5,1.48,,,,,,,,,,,,,,,,,76.0,80.0,77.6,1.97,,,,,,,,,0.0,7.12,3.5,2.54
2025-10-19 10:26:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,514,14.0,98.0,67.74,29.39,,,,,,,,,,,,,,,,,65.0,68.0,65.28,0.77,,,,,,,,,1.31,26.02,15.92,8.02
