time_minute,machine,area,measurement_count,temp_min,temp_max,temp_mean,temp_std,temp_single_min,temp_single_max,temp_single_mean,temp_single_std,temp_hopper_min,temp_hopper_max,temp_hopper_mean,temp_hopper_std,temp_conv_left_min,temp_conv_left_max,temp_conv_left_mean,temp_conv_left_std,temp_conv_right_min,temp_conv_right_max,temp_conv_right_mean,temp_conv_right_std,temp_auger_left_min,temp_auger_left_max,temp_auger_left_mean,temp_auger_left_std,temp_auger_right_min,temp_auger_right_max,temp_auger_right_mean,temp_auger_right_std,temp_subgrade_min,temp_subgrade_max,temp_subgrade_mean,temp_subgrade_std,speed_min,speed_max,speed_mean,speed_std
2025-10-19 08:37:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,336,16.0,133.0,106.14,41.53,,,,,,,,,,,,,,,,,92.0,106.0,99.0,4.28,,,,,,,,,3.73,4.15,4.01,0.11
2025-10-19 08:37:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,93,52.0,121.0,87.69,18.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,6.1,5.94,0.2
2025-10-19 08:37:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,69,53.0,82.0,68.26,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,4.1,3.95,0.27
2025-10-19 08:38:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,352,117.0,132.0,126.55,3.66,,,,,,,,,,,,,,,,,113.0,120.0,117.5,1.73,,,,,,,,,3.75,4.21,4.05,0.13
2025-10-19 08:38:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,336,16.0,132.0,105.52,41.37,,,,,,,,,,,,,,,,,93.0,109.0,101.81,4.7,,,,,,,,,3.69,4.15,4.01,0.15
2025-10-19 08:38:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,96,58.0,113.0,77.29,17.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,6.1,6.01,0.26
2025-10-19 08:38:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,69,77.0,111.0,92.75,10.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,4.1,3.87,0.26
2025-10-19 08:39:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,352,116.0,131.0,124.13,3.31,,,,,,,,,,,,,,,,,119.0,122.0,120.69,1.16,,,,,,,,,3.95,4.27,4.1,0.1
2025-10-19 08:39:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,336,16.0,133.0,103.72,40.72,,,,,,,,,,,,,,,,,99.0,111.0,106.38,2.69,,,,,,,,,3.95,4.21,4.08,0.06
2025-10-19 08:39:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,96,57.0,116.0,85.46,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,6.0,5.86,0.3
2025-10-19 08:39:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,72,54.0,92.0,75.69,9.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,4.1,3.98,0.12
2025-10-19 08:40:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,352,114.0,130.0,123.43,3.84,,,,,,,,,,,,,,,,,119.0,122.0,120.13,0.86,,,,,,,,,3.69,4.21,4.04,0.14
2025-10-19 08:40:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,336,16.0,132.0,104.45,40.41,,,,,,,,,,,,,,,,,103.0,112.0,108.13,2.53,,,,,,,,,3.69,4.15,4.04,0.14
2025-10-19 08:40:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,90,63.0,117.0,90.12,15.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,6.2,5.96,0.26
2025-10-19 08:40:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,73,54.0,93.0,76.34,10.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,4.0,3.96,0.05
2025-10-19 08:41:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,352,113.0,131.0,123.76,3.86,,,,,,,,,,,,,,,,,119.0,122.0,120.94,0.83,,,,,,,,,3.7,4.21,4.03,0.14
2025-10-19 08:41:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,336,16.0,132.0,105.0,40.9,,,,,,,,,,,,,,,,,104.0,111.0,107.88,2.12,,,,,,,,,3.71,4.21,4.06,0.11
2025-10-19 08:41:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,91,50.0,94.0,68.89,11.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,6.1,5.86,0.38
2025-10-19 08:41:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,8,11.0,12.0,11.88,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5.4,4.76,0.84
2025-10-19 08:41:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,67,74.0,113.0,93.45,12.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,4.1,3.81,0.55
2025-10-19 08:42:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,352,111.0,127.0,121.08,2.6,,,,,,,,,,,,,,,,,118.0,122.0,120.25,1.09,,,,,,,,,4.02,4.21,4.09,0.06
2025-10-19 08:42:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,336,17.0,132.0,105.6,41.03,,,,,,,,,,,,,,,,,85.0,107.0,99.19,5.43,,,,,,,,,3.75,4.17,4.05,0.1
2025-10-19 08:42:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,92,46.0,112.0,90.64,15.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,6.2,5.98,0.13
2025-10-19 08:42:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,92,11.0,53.0,39.46,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,6.4,5.74,1.19
2025-10-19 08:42:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,71,54.0,88.0,71.85,9.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.1,3.95,0.27
2025-10-19 08:43:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,352,113.0,127.0,120.39,3.23,,,,,,,,,,,,,,,,,119.0,127.0,122.94,2.49,,,,,,,,,3.69,4.24,4.05,0.14
2025-10-19 08:43:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,336,17.0,131.0,104.37,40.74,,,,,,,,,,,,,,,,,102.0,114.0,108.25,3.53,,,,,,,,,3.62,4.32,4.02,0.19
2025-10-19 08:43:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,91,49.0,113.0,77.6,18.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,6.1,5.81,0.6
2025-10-19 08:43:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,100,37.0,85.0,56.86,9.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,6.4,6.36,0.05
2025-10-19 08:43:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,71,73.0,110.0,95.8,10.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,4.0,3.86,0.31
2025-10-19 08:44:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,374,110.0,127.0,119.53,3.7,,,,,,,,,,,,,,,,,118.0,126.0,121.59,2.38,,,,,,,,,4.02,4.21,4.08,0.06
2025-10-19 08:44:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,336,17.0,131.0,103.84,40.74,,,,,,,,,,,,,,,,,88.0,116.0,107.81,6.36,,,,,,,,,3.98,4.28,4.11,0.08
2025-10-19 08:44:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,82,64.0,110.0,87.65,14.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,6.2,5.88,0.39
2025-10-19 08:44:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,92,46.0,87.0,59.95,10.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,6.5,6.3,0.46
2025-10-19 08:44:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,68,52.0,85.0,66.84,9.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,4.1,3.84,0.56
2025-10-19 08:45:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,352,113.0,130.0,122.81,4.07,,,,,,,,,,,,,,,,,117.0,125.0,122.06,1.95,,,,,,,,,3.62,4.15,4.0,0.16
2025-10-19 08:45:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,273,16.0,129.0,102.37,38.51,,,,,,,,,,,,,,,,,99.0,117.0,109.69,5.46,,,,,,,,,0.0,4.67,3.87,1.34
2025-10-19 08:45:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,92,66.0,113.0,94.32,12.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,6.1,5.9,0.19
2025-10-19 08:45:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,94,41.0,80.0,52.7,8.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,6.6,6.29,0.54
2025-10-19 08:45:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,74,68.0,101.0,83.62,11.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,4.1,3.98,0.08
2025-10-19 08:46:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,352,114.0,133.0,127.15,3.88,,,,,,,,,,,,,,,,,119.0,125.0,122.94,1.75,,,,,,,,,3.69,4.21,4.05,0.13
2025-10-19 08:46:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,378,16.0,129.0,102.33,39.49,,,,,,,,,,,,,,,,,104.0,115.0,111.17,3.52,,,,,,,,,4.13,4.67,4.52,0.16
2025-10-19 08:46:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,91,40.0,97.0,68.23,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,6.1,5.94,0.26
2025-10-19 08:46:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,96,41.0,81.0,54.32,8.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6.7,6.38,0.28
2025-10-19 08:46:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,68,67.0,102.0,85.37,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,4.1,3.88,0.55
2025-10-19 08:47:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,352,117.0,133.0,127.59,3.95,,,,,,,,,,,,,,,,,121.0,125.0,123.31,1.16,,,,,,,,,3.97,4.15,4.1,0.05
2025-10-19 08:47:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,373,16.0,130.0,104.94,39.09,,,,,,,,,,,,,,,,,96.0,112.0,107.88,3.57,,,,,,,,,4.48,4.79,4.61,0.08
2025-10-19 08:47:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,92,63.0,118.0,88.3,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,6.1,5.95,0.14
2025-10-19 08:47:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,92,35.0,45.0,39.88,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,6.5,6.37,0.21
2025-10-19 08:47:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,70,54.0,92.0,71.11,10.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,4.1,3.97,0.21
2025-10-19 08:48:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,352,116.0,133.0,125.76,3.54,,,,,,,,,,,,,,,,,122.0,126.0,123.75,1.2,,,,,,,,,3.69,4.21,4.04,0.14
2025-10-19 08:48:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,378,17.0,128.0,98.67,37.14,,,,,,,,,,,,,,,,,84.0,108.0,94.33,7.35,,,,,,,,,4.02,4.67,4.49,0.2
2025-10-19 08:48:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,23,55.0,107.0,65.39,16.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,6.1,4.97,0.54
2025-10-19 08:48:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,91,41.0,72.0,54.79,8.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,6.5,5.95,1.02
2025-10-19 08:48:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,70,83.0,105.0,92.66,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,4.1,3.88,0.34
2025-10-19 08:49:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,352,117.0,133.0,126.46,3.91,,,,,,,,,,,,,,,,,122.0,127.0,124.19,1.43,,,,,,,,,4.02,4.21,4.1,0.08
2025-10-19 08:49:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,378,16.0,123.0,92.56,33.44,,,,,,,,,,,,,,,,,85.0,108.0,96.61,9.19,,,,,,,,,4.44,4.78,4.62,0.09
2025-10-19 08:49:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,90,60.0,118.0,89.73,16.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,6.1,5.82,0.28
2025-10-19 08:49:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,91,39.0,65.0,47.7,5.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,6.5,6.39,0.03
2025-10-19 08:49:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,72,54.0,87.0,67.53,9.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,4.1,3.95,0.35
2025-10-19 08:50:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,352,117.0,134.0,127.21,3.4,,,,,,,,,,,,,,,,,121.0,124.0,123.06,0.75,,,,,,,,,3.78,4.21,4.06,0.12
2025-10-19 08:50:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,357,15.0,112.0,87.3,29.53,,,,,,,,,,,,,,,,,75.0,103.0,91.47,7.6,,,,,,,,,4.08,4.61,4.38,0.17
2025-10-19 08:50:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,92,39.0,95.0,70.75,13.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,6.1,5.89,0.31
2025-10-19 08:50:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,68,81.0,114.0,94.54,9.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,4.1,3.86,0.33
2025-10-19 08:51:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,352,118.0,132.0,125.94,3.12,,,,,,,,,,,,,,,,,104.0,119.0,114.63,4.55,,,,,,,,,3.61,4.21,4.02,0.19
2025-10-19 08:51:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,357,16.0,116.0,91.3,30.03,,,,,,,,,,,,,,,,,74.0,113.0,88.59,13.55,,,,,,,,,3.82,4.41,4.2,0.16
2025-10-19 08:51:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,97,56.0,104.0,80.74,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,6.2,5.97,0.17
2025-10-19 08:51:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,71,59.0,91.0,75.83,11.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,4.1,3.98,0.18
2025-10-19 08:52:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,374,37.0,132.0,116.17,14.28,,,,,,,,,,,,,,,,,104.0,121.0,111.82,4.76,,,,,,,,,4.02,4.25,4.12,0.06
2025-10-19 08:52:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,194,15.0,116.0,91.45,31.84,,,,,,,,,,,,,,,,,86.0,108.0,100.56,7.89,,,,,,,,,1.97,2.83,2.29,0.29
2025-10-19 08:52:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,93,55.0,106.0,77.24,14.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,6.1,5.93,0.3
2025-10-19 08:52:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,9,29.0,36.0,32.89,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,6.4,6.33,0.05
2025-10-19 08:52:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,70,81.0,113.0,96.09,10.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,4.1,3.86,0.37
2025-10-19 08:53:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,352,39.0,121.0,110.26,7.44,,,,,,,,,,,,,,,,,116.0,124.0,119.38,2.06,,,,,,,,,3.62,4.25,4.0,0.17
2025-10-19 08:53:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,154,15.0,114.0,88.15,33.04,,,,,,,,,,,,,,,,,79.0,88.0,84.43,3.21,,,,,,,,,1.91,4.28,2.76,0.89
2025-10-19 08:53:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,93,53.0,102.0,76.45,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,6.1,5.88,0.27
2025-10-19 08:53:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,101,36.0,59.0,44.8,6.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,6.4,6.37,0.05
2025-10-19 08:53:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,70,53.0,92.0,67.63,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,4.1,3.97,0.14
2025-10-19 08:54:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,264,103.0,120.0,110.59,3.16,,,,,,,,,,,,,,,,,116.0,123.0,119.58,1.8,,,,,,,,,4.02,4.15,4.09,0.05
2025-10-19 08:54:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,1340,11.0,114.0,34.25,35.38,,,,,,,,,,,,,,,,,76.0,79.0,77.19,0.63,,,,,,,,,1.12,30.39,17.95,6.49
2025-10-19 08:54:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,92,53.0,107.0,81.63,15.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,6.1,5.94,0.4
2025-10-19 08:54:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,94,55.0,81.0,66.31,8.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,6.5,6.23,0.48
2025-10-19 08:54:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,73,68.0,109.0,85.77,13.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,4.0,3.9,0.32
2025-10-19 08:55:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,220,102.0,129.0,113.4,6.1,,,,,,,,,,,,,,,,,111.0,124.0,118.6,4.26,,,,,,,,,0.0,4.15,2.8,1.29
2025-10-19 08:55:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,1780,11.0,18.0,14.63,1.05,,,,,,,,,,,,,,,,,75.0,77.0,76.11,0.41,,,,,,,,,12.37,38.82,29.1,7.28
2025-10-19 08:55:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,92,37.0,59.0,48.08,4.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,6.1,5.93,0.3
2025-10-19 08:55:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,96,40.0,61.0,47.53,4.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6.5,5.82,0.73
2025-10-19 08:55:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,70,59.0,107.0,81.17,12.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,4.1,3.97,0.12
2025-10-19 08:56:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,198,78.0,128.0,116.03,6.31,,,,,,,,,,,,,,,,,103.0,113.0,107.44,3.07,,,,,,,,,1.64,3.42,2.19,0.58
2025-10-19 08:56:00+02,F_00034480_68B15CBC,A_3087B71D_68F3EA7A,560,11.0,18.0,14.84,1.27,,,,,,,,,,,,,,,,,74.0,76.0,75.14,0.52,,,,,,,,,6.36,15.95,11.83,2.95
2025-10-19 08:56:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,99,56.0,107.0,81.9,15.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,6.1,5.94,0.25
2025-10-19 08:56:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,92,54.0,76.0,66.04,5.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,5.4,5.2,0.3
2025-10-19 08:56:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,70,57.0,101.0,78.53,13.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,4.1,3.95,0.18
2025-10-19 08:57:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,110,78.0,125.0,115.06,7.89,,,,,,,,,,,,,,,,,96.0,101.0,98.2,1.73,,,,,,,,,1.83,1.97,1.9,0.05
2025-10-19 08:57:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,84,55.0,90.0,72.67,11.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,6.1,5.9,0.3
2025-10-19 08:57:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,95,40.0,65.0,49.48,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,5.6,5.36,0.07
2025-10-19 08:57:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,67,60.0,105.0,84.82,14.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,4.1,3.73,0.52
2025-10-19 08:58:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,1411,11.0,126.0,37.84,39.49,,,,,,,,,,,,,,,,,90.0,93.0,90.98,0.69,,,,,,,,,0.0,37.18,25.72,9.03
2025-10-19 08:58:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,86,58.0,96.0,73.15,10.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,6.0,5.72,0.69
2025-10-19 08:58:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,99,34.0,59.0,45.82,5.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.4,5.3,0.14
2025-10-19 08:58:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,63,56.0,101.0,83.63,13.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,4.0,3.44,0.6
2025-10-19 08:59:00+02,F_00034476_68C29A0E,A_3087B71D_68F3EA7A,765,11.0,19.0,15.37,1.45,,,,,,,,,,,,,,,,,89.0,91.0,90.02,0.33,,,,,,,,,26.17,36.91,34.44,2.85
2025-10-19 08:59:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,90,61.0,84.0,74.3,5.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,6.1,5.91,0.3
2025-10-19 08:59:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,92,46.0,68.0,57.66,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,5.6,5.34,0.11
2025-10-19 08:59:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,68,64.0,101.0,82.35,12.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,4.1,3.9,0.38
2025-10-19 09:00:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,85,57.0,97.0,78.49,12.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,6.3,5.78,0.48
2025-10-19 09:00:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,93,40.0,63.0,49.65,6.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,5.4,5.28,0.14
2025-10-19 09:00:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,70,53.0,94.0,70.21,12.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,4.1,3.96,0.22
2025-10-19 09:01:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,90,62.0,94.0,77.19,8.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,6.2,5.92,0.19
2025-10-19 09:01:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,93,44.0,67.0,54.58,6.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,5.5,5.31,0.16
2025-10-19 09:01:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,68,61.0,105.0,85.72,10.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,4.1,3.74,0.54
2025-10-19 09:02:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,82,60.0,83.0,69.9,4.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,6.2,5.82,0.42
2025-10-19 09:02:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,93,32.0,49.0,41.22,4.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,5.4,5.24,0.18
2025-10-19 09:02:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,39,52.0,78.0,61.26,8.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,4.1,3.7,0.75
2025-10-19 09:03:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,84,54.0,91.0,72.24,9.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6.1,5.7,0.66
2025-10-19 09:03:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,94,45.0,80.0,59.54,8.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,5.4,5.26,0.17
2025-10-19 09:03:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,55,73.0,99.0,80.42,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,4.1,3.63,0.63
2025-10-19 09:04:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,89,50.0,73.0,62.22,4.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,6.1,5.7,0.56
2025-10-19 09:04:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,100,36.0,64.0,51.19,7.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.4,5.33,0.08
2025-10-19 09:04:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,49,57.0,82.0,73.04,5.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,5.1,3.32,1.45
2025-10-19 09:05:00+02,M_0003442B_00000001,A_3087B71D_68F3EA7A,52,11.0,81.0,45.12,27.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,6.0,4.31,1.41
2025-10-19 09:05:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,92,35.0,49.0,40.05,3.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,5.4,5.16,0.27
2025-10-19 09:05:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,44,54.0,79.0,71.27,7.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,5.2,3.71,1.45
2025-10-19 09:06:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,95,47.0,80.0,59.57,8.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.6,5.22,0.15
2025-10-19 09:06:00+02,M_0003447E_00000001,A_3087B71D_68F3EA7A,19,55.0,88.0,74.68,9.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,3.2,1.64,1.01
2025-10-19 09:07:00+02,M_00034477_00000001,A_3087B71D_68F3EA7A,99,38.0,64.0,50.46,6.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,5.5,5.32,0.04
